,category,text,predicted_category
194,general,indian peacekeeper continue provide humanitarian healthcare assistance amidst covid19 threat indian peacekeeper serving un mission across world continue provide essential humanitarian healthcare assistance local community notwithstanding threat posed coronavirus pandemic indian peacekeeper serving un mission across world continue provide essential humanitarian healthcare assistance local community notwithstanding threat posed coronavirus pandemic indian peacekeeper un mission 1451 char,name
195,general,covid19 measure bengal government asks civic body conduct doortodoor survey according official health department member kolkata municipal corporation municipality instructed exercise necessary precaution carrying survey kolkata west bengal government asked civic body state conduct doortodoor survey prepare map region multiple people suffering fever cough symptom covid19according official 987 char,name
196,general,philadelphia union announce unnamed player tested positive coronavirus member philadelphia union tested positive covid19 team announced wednesday union medical staff working directly crozerkeystone health system victor decolongongetty imagesa member philadelphia union tested positive covid19 team announced wednesdaythe union medical staff working directly crozerkeystone health system medical official treat player exp 491 char,name
197,tech,govt waif four month rent unit operating software tech park union minister electronics ravi shankar prasad said tweet unit startup operating 60 stpi center across india granted waiver paying rental period 01032020 30062020 benefit nearly 200 new delhi come huge relief ites company operating software technology park india government thursday decided waive rent paid unit till june period four month 1075 char,name
198,general,mha asks state stop mass exodus labourer mha asks state stop mass exodus labourersin advisory state union territory home ministry said also make arrangement uninterrupted supply essential commodity hotel working woman hostel conti new delhi union home ministry friday asked state government prevent mass exodus migrant agriculture labourer industrial worker unorganised sector employee workplace hometown amid 21day nationwide lockdown combat 1233 char,name
199,general,north east student organisation congress demand protection northeast indian shopping mall pune middleaged woman abused young girl northeast ostensibly culprit suspected victim chinese national therefore responsible spreading coronavirus lady appallingly abused guwahati leader opposition assam assembly debabrata saikia moved union home minister amit shah complaining name covid19 northeaster mongolid feature targetedin letter shah saikia senior congress leader stated 2931 char,name
200,general,mythology show tv pay amid lockdown mythology show tv pay amid lockdownwhile ramayan clocked highest viewership show hindi gec recent time due mahabharat dd bharati entered top five channel list first time ever mumbai audience traditional tv channel rocketed lockdown buoyed part popularity mythological show like ramayan mahabharat hindi general entertainment channel gecsas per latest barc india viewership data 1421 char,name
201,general,ec take note korea held poll amid covid ec take note korea held poll amid covidresponding question poll campaign conduct election affected coronavirus pandemic refuse die soon election commissioner said whatever measure tak election commission taken note change made south korea procedure holding parliamentary poll amid coronavirus outbreak said consider modification required suited indian context wherever election nee 1559 char,name
202,general,covid19 virus outbreak pit treating patient finding cure time india covid19 virus outbreak pit treating patient finding cure time india view full coverage google news pharmaceuticalresearch expert raising concern attempt offer desperate coronavirus patient form treatment may hobble crucial study drug actually work one dontmore 100 offtheshelf experimental thera 9160 char,name
203,general,99 institute take part plasma therapy trial 99 institute take part plasma therapy trialsconvalescent plasma experimental procedure covid19 patient per guideline hospital institution planning provide modality treatment clinical trial p new delhi indian council medical research icmr received 99 application institute expressing interest participating randomised controlled study ass safety efficacy convalescent plasma limit complication associa 2066 char,name
204,finance,gautam adani say indian economy bounce back low inflicted covid19 imf projected economic growth 19 per cent 202021 world bank see india growth 15 28 per cent coronavirus outbreak severely disrupts economy adb see india gdp growth slipping 4 per cent current f new delhi billionaire gautam adani wednesday exuded confidence indian economy would bounce back downturn caused covid19 outbreak saying might take time possible international agency world bank imf hav 4787 char,name
205,general,india tremendous capacity eradicating coronavirus pandemic executive director world health organisation michael ryan said india world second populous country tremendous capacity deal coronavirus outbreak experience eradicating smallpox poli geneva india led world eradicating two silent killer smallpox polio past tremendous capacity eradicating deadly coronoavirus pandemic claimed nearly 15000 life globally according top offi 2395 char,name
206,finance,finance ministry issue guideline relaxation procurement expenditure transportation norm medical essential supply national health emergency unprecedented historic scale delay procurement result loss life citizen hence paramount public interest ensuring necessary supply procured fastest possible man new delhi ministry finance issued guideline relaxation procurement expenditure transportation norm medical essential supply covid19 containment relief operation monday aimed expediting process 2365 char,name
207,general,19 doctor mexican hospital test positive coronavirus mexican official confirmed 19 doctor one hospital tested positive novel coronavirus covid19 health leader claim infected outside hospital therefore considered outbreak scenario mexican official confirmed 19 doctor one hospital tested positive novel coronavirus covid19 health leader claim infected outside hospital therefore considered outbreak scenariothe case came light w 1725 char,name
208,general,unplanned lockdown caused chaos sonia gandhi tell cwc congress cm want fund centre sonia gandhi urged congress chief minister call better coordination fund centre including early distribution state share gst effectively combating covid19 new delhi congress president sonia gandhi thursday extended party full support combating covid19 also stressed unplanned announcement modi government nationwide lockdown caused many difficulty peoplethe 2167 char,name
209,general,two private hospital mumbai sealed staff test positive three doctor 26 nurse tested positive novel coronavirus wockhardt hospital mumbai central facility sealed prevent spread infection new admission also stopped opd closed jaslok hospital mu mumba two private hospital mumbai sealed medical staff including doctor nurse tested positive novel coronavirus civic official said monday three doctor 26 nurse tested positive novel coronav 1987 char,name
210,general,21 navy personnel test coronavirus positive 21 navy personnel test coronavirus positivea total 21 serving personnel tested positive covid19 within naval premise mumbai number includes 20 sailor in angre shore establishment navy said statement new delhi least 21 indian navy personnel serving western naval command mumbai tested positive coronavirus triggering concern among top military brassit first case sizeable number military personnel tre 1769 char,name
211,general,nan,name
212,general,nan,name
213,finance,could impact credit card micro finance sme loan rbl ceo certainly impact micro finance covid situation anyway could collect period moratorium pushed june lockdown lift reengage customer active basis rbl bank confident strong operating performance quarter ended march despite volatility due covid19 crisis bank lost 8 deposit march due withdrawal state government led maharashtra interview joel 5936 char,name
214,general,centre provide foodgrains state fight covid19 congress india news new delhi congress leader wednesday urged centre provide foodgrains state ensure poor person dy hunger subscribestart daily morning time india newspaperorder,name
215,general,case coronavirus cross 1600 india time india witnessing massive surge covid19 case 15 new coronavirus infection reported country tuesday took total number case detected india 1600 delhi become one worst affected state least watch live news coverage video appopen app,name
216,general,59 arrested attacking health official bengaluru large number people mostly youth minority community poured road sunday thrashed health worker gone quarantine people primary secondary contact health worker local resident bengaluru many 59 people arrested monday attacking police health official minority dominated padarayanapura city went quarantine people police said fiftynine people arrested padarayanap 3659 char,name
217,general,former pakistani cricketer dy coronavirus former pakistani cricketer dy coronaviruscricketer zafar sarfraz first fell ill earlier month put ventilator peshawar hospital karachi former pakistani firstclass cricketer zafar sarfraz became first professional player country die contracting novel coronavirus family confirmed tuesday 50yearold first fell ill earlier month put 2958 char,name
218,finance,nancy pelosi coronavirus relief bill demand racial gender diversity corporate recipient 1400 page early draft bill already made round washington dc monday includes provision demand every corporation receiving coronavirus rescue fund report data racial gender diversity house speaker nancy pelosi pointedly rejected coronavirus rescue package sunday vowing release bill owna 1400 page early draft bill already made round washington dc monday includes provision demand every c 2400 char,name
219,finance,tweet buster bakshis tip young investor thesis hfc dalal street consensus say market unlikely look sustainable basis worry spike coronavirus case fear health emergency resulting economic recession fii outflow came together drive indian equity market seventh straight week declinein holidayshortened week bse sensex 3027 char,name
220,general,kathy griffin admitted covid isolation ward kathy griffin admitted covid isolation wardthe comedianactor posted selfie instagram hospital room los angeles veteran actorcomedian kathy griffin revealed admitted isolation ward room showed symptom novel coronavirus 59yearold posted selfie instagram hospital room called u 3247 char,name
221,tech,covid19 sc asks centre jk reply plea restoration 4g service plea filed advocate shadan farasat seeking restoration 4g internet service alleged action government violative article 14 right equality 19 freedom speech 21 right life constitution new delhi supreme court asked centre jammu kashmir administration thursday respond plea seeking direction restore 4g internet union territory view prevailing covid19 pandemica bench justice 3638 char,name
222,general,pakistan coronavirus case rise 900 passenger train suspended time india pakistan coronavirus case rise 900 passenger train suspended time india pakistani civil servant sacked selfie coronavirus patient ndtv news pakistan deliberately spreading coronavirus get international aid say political activist subscribestart daily morning time india newspaperorder,name
223,general,covid19 helped rediscover hope goodness india news gautam adani rising global concern vast implication covid19 outbreak future obvious anxiety mounting economy subscribestart daily morning time india newspaperorder,name
224,general,taking action harassing people northeast centre police india news new delhi home ministry taken note case harassment people northeastern state linking covid19 asked police subscribestart daily morning time india newspaperorder,name
225,science,malaria medicine hydroxychloroquine administered 1100 covid19 patient ny trump malaria medicine hydroxychloroquine administered 1100 coronavirus patient new york president donald trump said exuding confidence drug touted gamechanger might give incredible result fight agains subscribestart daily morning time india newspaperorder,name
226,general,pm narendra modi interacts ayush professional time india prime minister narendra modi interacted ayush professional via video conference covid19 prime minister underlined importance countering factchecking unsubstantiated claim ayush cure disease adding ayush sc mar 28 2020 0501pm istsource time nowprime minister narendra modi interacted ayush professional via video conference covid19 prime minister underlined importance countering factchecking unsubstantiated claim ayush c 409 char,name
227,general,fight corona get longer even one per cent people follow rule amc chief time india ollifight corona get longer even one per cent people follow rule amc chieftimes indialili25 covid19 patient made wait road without food admitted hospital 6 hour gujaratnews18liliwith 1101 subscribestart daily morning time india newspaperorder,name
228,general,kathy griffin claim cant get coronavirus test emergency room blame trump penny comedian kathy griffin claimed wednesday cannot get coronavirus test admitted emergency room described unbearably painful symptom comedian kathy griffin claimed wednesday cannot get coronavirus test admitted emergency room described unbearably painful symptomsthe hollywood star blaming president donald trump falsely claiming 2873 char,name
229,science,antibacterial soap better regular soap tell time india typical antibacterial soap said effective getting rid germ keeping family safe truth let find coronavirus pandemic everyone washing hand covering face tissue paper sneeze cough sadly something practising even without looming fear falling prey covid19 handwashing 528 char,name
230,general,internet buzzing theory around pm modis 5 april 9 pm appeal time india internet buzzing theory around pm modis 5 april 9 pm appeal time india one thing pm didnt think shashi tharoor hit ndtv news dont use alcoholbased hand sanitisers lighting candle diyas april 5 govt moneycon ever since prime minister narendra modi addressed citizen india requested switch light nine minute 9 pm 5 april host theory round internet speculation circle 718 char,name
231,general,diaspora urged aid stranded indian diaspora urged aid stranded indiansindian diplomatic mission across continent reaching various influential indian support stranded respective country et learnt secret indian community emerged influ new delhi thousand indian stuck different part world following travel restriction imposed india lockdown situation several country contain covid19 delhi reaching influential member indian community 3951 char,name
232,science,view need boost host genome initiative era covid19 infectious disease possibly environmental variation across latitude might driving force human evolve particularly immunological gene order adapt defend environment pathogenic response moinak banerjeein difficult time covid19 pandemic credo jaan hai jahaan hai use world dont live becoming highly relevant even developed country best health care facility n 3891 char,name
233,finance,mr nadella donates r 2 cr pm modis fund mr nadella donates r 2 cr pm modis fundin tweet vp venkaiah naidu thanked mr nadella showing solidarity indian hour hyderabad week donating telangana chief minister welfare fund anupama v nadella wife microsoft ceo satya nadella made generous contribution pm narendra modis emergency fund pmcares fund saving family source con 5230 char,name
234,general,india first athome covid testing kit launched india first athome covid testing kit launchedthe easytouse kit approved indian council medical research display accurate result within minute world putting forward measure fight coronavirus pandemic genetic microbiome testing firm bione thursday launched india first rapid covid19 athome screening test kitexperts around world emphasised need 5379 char,name
235,general,coronavirus rajnath singh hold review meeting cd others via video conferencing today via video conferencing review meeting cd service chief secretary dpsus discus preparedness ongoing effort towards tackling covid19 menace armed force mod fully prepared geared face situa today via video conferencing review meeting cd service chief secretary dpsus discus httpstcorvpyjtw7lz rajnath singh rajnathsingh 1585726024000,name
236,finance,sbi raise 100 million via green bond amid covid19 scare bond priced adding 80 basis point threemonth londoninterbank offered rate 1450 percent two people familiar matter told et floating rate bond county banking behemoth state bank india raised 100 million via dedicated bond despite challenge global financial market charred covid19 outbreakthe transaction reinforces investor still bet sovereignbacked issuance emer 1348 char,name
237,general,mamata banerjee urge pm modi amit shah share criterion lockdown assessment central team india news west bengal chief minister mamata banerjee monday sought know rationale behind formation six interministerial central team imcts welcome constructive support amp suggestion especially central govt negating covid19 crisis httpstcojvorpuumbg mamata banerjee mamataofficial 1587377509000,name
238,finance,rahul gandhi seek suggestion public economic stimulus package msmes congress leader rahul gandhi wednesday sought suggestion public economic stimulus package micro small medium enterprise msmes hit coronavirus lockdown covid19 devastated micro small amp medium business msme congress party need help send u su httpstcoz9obhi8ljt rahul gandhi rahulgandhi 1587533377000,name
239,general,covid19 positive patient dy tamil nadu country virus toll rise 11 india news madurai tamil nadu tamil nadu health minister c vijayabaskar wednesday said covid19 positive patient passed away hospital update despite best effort covid19 pt mdu rajajihospital passed away minute backhe httpstco80yut5rj92 dr c vijayabaskar vijayabaskarofl 1585081920000,name
240,general,coronavirus 6 attended nizamuddin congregation die covid19 six people telangana attended religious congregation delhi nizamuddin march 13 15 died due novel coronavirus state government said monday covid19 spread among attended religious prayer meeting 13th 15th march markaz httpstconnu4qjwlds ani ani 1585589970000,name
241,general,2 people test positive coronavirus srinagar number case jk rise 6 two people tested positive coronavirus srinagar taking total number case union territory jammu kashmir six senior official said tuesday covid19 jammuandkashmir 2 case reported positive srinagar one confirmed travel history outside httpstconlauylfigi rohit kansal kansalrohit69 1585041456000,name
242,general,four test positive covid19 kashmir total case rise 11 jk four people hailing bandipora district tested positive coronavirus wednesday taking number case jammu kashmir 11 official said four person bandipora tested positive today preliminary finding suggest covid19jammuandkashmir 4 person bandipora tested positive today preliminary finding sugges httpstcoeu9xy7sjxm rohit kansal kansalrohit69 1585135639000,name
243,general,shining torch sky wont solve problem rahul gandhi covid19 india news new delhi congress leader rahul gandhi saturday made light prime minister narendra modis appeal people light lamp shine torch india simply testing enough fight covid19 virus making people clap amp shining torch sky httpstcof8cxfsztk1 rahul gandhi rahulgandhi 1585994848000,name
244,general,la county sheriff plan close gun store ended trump admin guideline los angeles county sheriff alex villanueva say closing gun store trump administration declared essential business los angeles county sheriff alex villanueva say closing gun store trump administration declared essential businesson monday march 24 2020 villanueva talked planned shutter gun store throughout county 2140 char,name
245,finance,un chief demand immediate global ceasefire 2 billion help fight coronavirus united nation secretarygeneral antnio guterres monday demanded world end war instead join fight common enemy coronavirus also called 2 billion transferred wealthy country poor via gl united nation secretarygeneral antnio guterres monday demanded world end war instead join fight common enemy coronavirus also called 2 billion transferred wealthy country poor via gl 1852 char,name
246,general,chief sends lady gaga birthday greeting praise coronavirus support embattled chief world health organization tedros adhanom ghebreyesus took time combating spread chinese coronavirus saturday take telephone call pop star lady gaga offer birthday greeting thanks embattled chief world health organization tedros adhanom ghebreyesus took time combating spread chinese coronavirus saturday take telephone call pop star lady gaga offer birthday greeting thanks 3212 char,name
247,business,vulture investor using coronavirus carnage wipe small business private equity firm reportedly using chinese coronavirus pandemic opportunity cheaply buy business crippling impact america small business owner private equity firm reportedly using chinese coronavirus pandemic opportunity cheaply buy business crippling impact america small business ownerswhile small mediumsized business struggle stay afloat 3345 char,name
248,business,15 house democrat call replenish small business relief fund despite pelosis objection fifteen house democrat called replenish small business relief fund despite house speaker nancy pelosis dca objection fifteen house democrat called replenish small business relief fund despite house speaker nancy pelosis dca objectionson thursday morning small business administration sba small business relief fund otherwise known paycheck 10489 char,name
249,general,china continues aggression towards taiwan amid coronavirus success chinese state medium reported wednesday national military command responsible patrol around taiwan staged longendurance earlywarning exercise march chinese state medium reportedon wednesday national military command responsible patrol around taiwan staged longendurance earlywarning exercise marcha warplane conducted unspecified tactical acrobatics immediately taking maneu 5558 char,name
250,general,planned parenthood ceo pandemic used cover push antiabortion acting ceo planned parenthood said governor banning elective abortion using coronavirus pandemic push antiabortion agenda acting ceo planned parenthood said governor banned elective abortion preserve medical equipment healthcare worker treating covid19 using pandemic push antiabortion political agendaalexis mcgill johnson toldvanity f 5730 char,name
251,general,donald trump announces cdc recommendation american wear cloth mask public trump said friday center disease control decided recommend american wear cloth mask public voluntary said dont think im going president donald trump said friday center disease control decided recommend american wear cloth mask publicthe cdc advising use nonmedical cloth face covering additional voluntary public health measure trump said 1285 char,name
252,general,maxine water trump incompetent idiot must pray forgiveness rep maxine water dca monday went social medium tirade president donald trump administration response spread chinese coronavirus united state describing incompetent idiot demanded pr rep maxine water dca monday went social medium tirade president donald trump administration response spread chinese coronavirus united state describing incompetent idiot demanded pr 3270 char,name
253,science,30 coronavirus patient texas nursing home getting hydroxychloroquine texas gov greg abbott announced 30 coronavirus patient nursing home texas city treated hydroxychloroquine texas gov greg abbott announced 83 patient nursing facility texas city texas tested positive coronavirus 30 administered antimalarial drug hydroxychloroquineas today 30 patient 1638 char,name
254,general,colin kaepernick blame structural racism disproportionate coronavirus death among black brown people former nfl player colin kaepernick kicked new effort provide relief minority impacted coronavirus 100000 donation former nfl player colin kaepernick kicked new effort provide relief minority impacted coronavirus 100000 donationkaepernick insisted structural racism make viral outbreak worse black spurred 1630 char,name
255,general,director tout teaming lady gaga fight coronavirus saved thanks tedros adhanom ghebreyesus director general world health organization bragged recent phone call pop star lady gaga fight chinese coronavirus pandemic saved thanks tedros adhanom ghebreyesus director general world health organization bragged recent phone call withpop star lady gaga fight chinese coronavirus pandemica good ca 2675 char,name
256,general,watch protester demand ohio gov dewine lift stayathome order around 100 protester gathered outside ohio statehouse thursday afternoon demonstrate gov mike dewines stayathome order aimed fighting spread chinese coronavirus around 100 protester gathered outside ohio statehouse thursday afternoon demonstrate againstgov mike dewines stayathome order aimed fighting spread chinese coronavirusarmed sign readopen ohio fire dewine 4142 char,name
257,general,josh hawley counter china plan dominance ending forever war sen josh hawley rmo wrote tuesday way america counter chinese domination end forever war iraq afghanistan sen josh hawley rmo wrote tuesday way america counter chinese domination end forever war iraq afghanistanhawley said united state focused response coronavirus outbreak c 2554 char,name
258,general,newt gingrich trump remembered historic figure coronavirus response former house speaker newt gingrich stated thursday president donald trump remembered future generation historic figure response deadly coronavirus pandemic swept world former house speaker newt gingrich stated thursday president donald trump remembered future generation historic figure response deadly coronavirus pandemic swept worldgingrichs remark came phon 1920 char,name
259,general,rep jim bank seth moulton introduce bipartisan bill condemning china rep jim bank seth moulton introduced bipartisan bill condemning chinese government handling coronavirus outbreak rep jim bank rin seth moulton dma introduced bill condemning chinese government handling coronavirus outbreak sign bipartisan anger chinathe bill express sense house representative th 2547 char,name
260,general,elizabeth hurley go topless earth day illegal wildlife trade contributed deadly pandemic various hollywood celebrity hugged tree supported strike hyped climate change politics earth day actress elizabeth hurley stripped nude linking habitat destruction illegal wildlife trade deadly pandemic various hollywood celebritieshugged tree supported strike hyped climate change politics earth day actress elizabeth hurley stripped nude linking habitat destruction illegal wildlife trade deadly pandemicshurley posted 1406 char,name
261,general,coronavirus case estimate mexico climb 47 percent one week health official revealed new set figure showing 47 percent weekly jump estimated number coronavirus case across mexico total 26500 55950 health official revealed new set figure showing 47 percent weekly jump estimated number coronavirus case across mexico total 26500 55950the new estimate come time health official carried 45 1303 char,name
262,general,mexican government denounces health worker harassment coronavirus case hit 2439 mexican health official denounced case harassment targeting nurse doctor amid novel coronavirus covid19 announcement come nearly 300 new case push total 2439 since start pandemic mexican health official denounced case harassment targeting nurse doctor amid novel coronavirus covid19 announcement come nearly 300 new case push total 2439 since start pandemicduring nightly news conferenc 1201 char,name
263,general,china innocent say un world health organization reject claim launched coronavirus pandemic global coronavirus pandemic start china spokesman chinese communist party declared tuesday claiming support united nation un world health organization rejecting hurtful u allegation contr global coronavirus pandemic start china spokesman chinese communist party declared tuesday claiming support united nation un world health organization rejecting hurtful u allegation contr 3627 char,name
264,tech,woody harrelson among celebs sharing conspiracy theory linking coronavirus 5g actor woody harrelson rapper known mia among growing number people sharing conspiracy theory link spread coronavirus 5g wireless technology actor woody harrelson rapper known mia among growing number people sharing conspiracy theory link spread coronavirus 5g wireless technologythe unproven theory posit 5g radiation could encouraging r 3132 char,name
265,general,doubt cast story britain youngest coronavirus victim 21yearold woman preexisting health condition reported died coronavirus may 21yearold woman reported died coronavirus may allthe death 21yearold chloe middleton given widespread medium coverage earlier week reported youngest british victim covi 2501 char,name
266,general,mexico say benefit wearing face mask coronavirus case reach 1688 mexico top health official said scientifically proven benefit general public wearing face cover mask curbing spread novel coronavirus covid19 statement contradicts new recommendation u center mexico top health official said scientifically proven benefit general public wearing face cover mask curbing spread novel coronavirus covid19 statement contradicts new recommendation u center 3201 char,name
267,general,confirmed coronavirus case mexico rise 20 percent weekend mexico saw 20 percent rise weekend number confirmed case novel coronavirus covid19 mexico saw 20 percent rise weekend number confirmed case novel coronavirus covid19during nightly news conference mexico undersecretary health hugo lopez gatell revealed current number confirmed case 8261 1378 char,name
268,finance,tom cotton introduces bill boost funding military asset indopacific cotton wednesday announced bill surge investment military infrastructure weapon asset indopacific region sen tom cotton rar wednesday announced bill surge investment military infrastructure weapon asset indopacific regionthe bill dubbed forging operational resistance chinese expansion force act would increase 1667 char,name
269,general,trump blue angel thunderbird flyover across country honor medical worker president donald trump announced coronavirus task force briefing wednesday air force thunderbird navy blue angel would performing flyover across major american city honor american medical worker president donald trump announced coronavirus task force briefing wednesday air force thunderbird navy blue angel would performing flyover across major american city honor american medical workersim excited 1906 char,name
270,general,buffalo hospital fire executive suggesting trump supporter give ventilator hospital buffalo new york fired top executive mocked supporter president donald trump comment facebook page hospital buffalo new york fired top executive mocked supporter president donald trump comment facebook pagelaura krolczyk roswell park comprehensive cancer center vice president external affair fired last 1680 char,name
271,general,mexican coronavirus case climb 12 percent one day mexican health official saw 12 percent jump one day number coronavirus covid19 case national total stand 2785 confirmed mexican health official saw 12 percent jump one day number coronavirus covid19 case national total stand 2785 confirmedhealth official released new figure nightly news conference revealed 1435 char,name
272,general,malaysian government advises woman nag husband lockdown government advisory malaysia facing widespread backlash instructing woman nag husband quarantine government advisory malaysia facing widespread backlash instructing woman dress wear makeup nag husband quarantinein wake southeast asian country lockdown malaysiasministry woman family c 1866 char,name
273,general,jason collins nbas first openly gay player coronavirus former nba player jason collins league first openly gay player announced tested positive coronavirus former nba player jason collins league first openly gay player announced tested positive coronavirusthe onetime net center told follower think may contracted covid19 virus march 4 trip new york ci 1511 char,name
274,general,coronavirus case rise 17 percent mexico easter mexican health official announced 17 percent spike confirmed case novel coronavirus covid19 easter weekend sharp rise come authority acknowledged tested 36594 nationwide since pandemic arrived mexican health official announced 17 percent spike confirmed case novel coronavirus covid19 easter weekend sharp rise come authority acknowledged tested 36594 nationwide since pandemic arrivedmexicos u 1857 char,name
275,general,actress ashley judd promotes abortion campaign targeting prolife lockdown protester actress ashley judd promoted narals new campaign condemning prolife politician urging end coronavirus lockdown actress leftwing political activist ashley judd tweeted abortion advocacy group narals new campaign tuesday condemns hypocrite prolife politician encouraging end coronavirus lockdownsif valued people life wo 2620 char,name
276,general,coronavirus fatality mexico jump 19 percent single day despite many assurance given mexican health official nation saw 19 percent rise fatality one day novel coronavirus covid19 spike come one day health official confirmed ten percent rise fatality despite many assurance given mexican health official nation saw 19 percent rise fatality one day novel coronavirus covid19 spike come one day health official confirmed ten percent rise fatality 2310 char,name
277,general,publix buy excess produce milk florida farmer donate food bank pandemic publix supermarket company offering helping hand community lakeland florida coronavirus pandemic publix supermarket company offering helping hand community lakeland florida health crisiswednesday company announced initiative buy 150000 pound produce 43500 gallon milk local farmer 2183 char,name
278,general,watch nurse union hold tiny protest outside white house demand ppe member national nurse united nnu largest registered nurse union country demonstrating white house tuesday honor nurse frontlines battling chinese coronavirus lost life dem roughly twenty member national nurse united nnu largest registered nurse union country held ademonstration white house tuesday honor nurse frontlines battling chinese coronavirus lost 2317 char,name
279,general,taiwan pledge 100000 mask per week u china begun information campaign try blame coronavirus u taiwan pledged send 100000 mask per week chinese official begun information campaign try blame spread coronavirus united state taiwan stepped help u pledging send 100000 surgical face mask per weektaiwan foreign minister joseph wu made 3837 char,name
280,general,ice detention number drop amid disease deportation u immigration custom enforcement agency reducing number migrant detention coronavirus spread agency many holding center u immigration custom enforcement agency reducing number migrant detention china coronavirus spread agency many holding centersices reduction detainee spotlight sharp drop new arrival border 5552 char,name
281,finance,teacher union public school advocate seek billion coronavirus aid teacher union stakeholder governmentrun k12 school seeking billion dollar funding coronavirus relief teacher union stakeholder governmentrun k12 school seeking billion dollar funding fourth federal coronavirus relief billthough recent coronavirus aid bill provided u education department almost 31 b 5365 char,name
282,general,evangeline lilly apologizes dismissing social distancing part flatten curve actress evangeline lilly walked back controversial comment saying would refuse selfquarantine coronavirus pandemic value freedom thursday instagram post antman lost actress apologized e actress evangeline lilly walked back controversial comment saying would refuse selfquarantine coronavirus pandemic value freedomin thursday instagram post theantmanand lost actress apologized 3936 char,name
283,general,report connecticut birthday party became coronavirus superspreading event half woman 50 party guest tested positive chinese coronavirus following celebration march 5 westport connecticut half woman 50 party guest tested positive chinese coronavirus following celebration march 5 westport connecticuthealth expert calling 40th birthday bash suspectedcoronavirus superspreading event following 2450 char,name
284,general,mexico record 7th coronavirus death 475 confirmed case mexican governor announced patient state died marking seventh fatality novel coronavirus covid19 country official recently confirmed total 475 case nationwide mexican governor announced patient state died marking seventh fatality novel coronavirus covid19 country official recently confirmed total 475 case nationwideduring news conference jalisco governor 2177 char,name
285,general,heb grocery chain give 75k meal healthcare worker fighting coronavirus heb grocery company making big donation healthcare worker across texas battling coronavirus pandemic heb grocery company making big donation healthcare worker across texas battling coronavirus pandemicwhen company heard hard medical personnel across state working combat virus decided thank 2051 char,name
286,general,coronavirus fatality mexico rise 273 mexican health official confirmed continuing rise number fatality resulting spread novel coronavirus covid19 single day official documented 40 fatality bringing new total 273 since start pandemic mexican health official confirmed continuing rise number fatality resulting spread novel coronavirus covid19 single day official documented 40 fatality bringing new total 273 since start pandemic 2184 char,name
287,general,mexico see 22 percent spike coronavirus death one day health official mexico saw 22 percent spike fatality related novel coronavirus covid19 one day number rose 74 total 406 deceased since pandemic arrived health official mexico saw 22 percent spike fatality related novel coronavirus covid19 one day number rose 74 total 406 deceased since pandemic arrivedhealth official released new information tuesday night 1992 char,name
288,general,mexico surpasses 1500 coronavirus case 50 fatality mexican health official recorded 1510 case novel coronavirus covid19 date 50 died direct result mexican health official recorded 1510 case novel coronavirus covid19 date 50 died direct resultfederal health official mexico city released new statistic daily streamed conference number case jumped 2080 char,name
289,general,gavin newsom coronavirus opportunity reimagining progressive era california gov gavin newsom told press conference wednesday coronavirus crisis provided opportunity usher progressive era policy change shift american society away capitalism california gov gavin newsom told press conference wednesday coronavirus crisis provided opportunity usher progressive era policy change shift american society away capitalisma reporter bloomberg news aske 1793 char,name
290,general,mexico see 39 coronavirus fatality single day mexican health official reported 39 death single day directly related spread novel coronavirus covid19 total death climbed 233 fatality since pandemic first entered country mexican health official reported 39 death single day directly related spread novel coronavirus covid19 total death climbed 233 fatality since pandemic first entered countryhealth official released updated info 2273 char,name
291,general,cincinnati building light blue coronavirus frontline worker cincinnati ohio lighting blue thursday evening support health care worker essential employee coronavirus pandemic cincinnati ohio lighting blue thursday evening support health care worker essential employee coronavirus pandemicthe cincinnati sign duke energy center fountain square building go blue honor n 2662 char,name
292,finance,seek 1 billion funding boost international government world health organisation announced thursday ready launch appeal us1 billion underwrite operation chinese coronavirus pandemic world health organisation announced thursday ready launch appeal us1 billion underwrite operation chinese coronavirus pandemicwho directorgeneral tedros adhanom ghebreyesus belief pandemic need 2603 char,name
293,general,mexico report 10 percent rise coronavirus fatality single day mexican health official confirmed ten percent rise fatality tied novel coronavirus covid19 one day current death toll stand 546 60 previous day mexican health official confirmed ten percent rise fatality tied novel coronavirus covid19 one day current death toll stand 546 60 previous dayduring nightly news conference mexico undersecretary health hu 1937 char,name
294,general,kathy griffin diagnosed abdominal infection condemning trump coronavirus response comedian kathy griffin may spoken soon complained week social medium able get coronavirus test emergency room revealing recent interview actually abdominal infection comedian kathy griffin may spoken soon complained week social medium able get coronavirus test emergency room revealing recent interview actually abdominal infectiongriffin shared 1826 char,name
295,general,pope back un chief want global ceasfire help stem coronavirus pope francis sunday added voice call united nation secretarygeneral antonio guterres end global conflict resource focus fighting chinese coronavirus pandemic pope francis sunday added voice call united nation secretarygeneral antonio guterres end global conflict resource focus fighting chinese coronavirus pandemicspeaking weekly blessing rome delivered fr 2103 char,name
296,finance,ca gov newsom stimulus check illegals considered california governor gavin newsom reportedly considering issuing cash payment state illegal immigrant part golden state disaster relief fund state illegal immigrant according wednesday associated press report pol california governor gavin newsom reportedly considering issuing cash payment state illegal immigrant part golden state disaster relief fund state illegal immigrant according wednesday associated press reportwhen 2638 char,name
